1,"Colgate Total","1.000",1
1,"Conde Nast Store","1.000",2
1,"Cooper-Hewitt National Design Museum","1.000",1
1,"Corinne McCormack","1.000",2
1,"Cosmo App (Shop Cosmo)","0.193",1
1,"Cosmopolitan","1.000",2
1,"Cosmopolitan for iPad","1.000",1
1,"Cosmopolitan Fun Fearless Female Campaign","0.086",1
2,"Cosmopolitan Fun Fearless Female Campaign","0.265",1
3,"Cosmopolitan Fun Fearless Female Campaign","1.000",1
1,"Cosmopolitan Kisses for the Troops","1.000",1
1,"Cosmo's Bachelor Party","0.221",1
1,"Cosmo's Sex Position of The Day! App","1.000",1
1,"Cosmo's Summer Splash","0.167",1
1,"CoverGirl","1.000",1
2,"CoverGirl","2.000",3
3,"CoverGirl","3.000",2
1,"CoverGirl & Olay Simply Ageless Serum Primer","1.000",1
1,"CoverGirl Blast Collection","1.000",1
2,"CoverGirl Blast Collection","1.333",1
3,"CoverGirl Blast Collection","2.000",2
1,"CoverGirl Clean Normal Skin Ivory","1.000",1
2,"CoverGirl Clean Normal Skin Ivory","2.000",1
1,"CoverGirl Clean Oil Control Classic Tan","2.000",1
1,"CoverGirl Exact Collection","1.000",2
2,"CoverGirl Exact Collection","2.000",1
1,"CoverGirl LashBlast Fusion Very Black","2.000",1
1,"CoverGirl LipPerfection Lipcolor","0.172",1
1,"CoverGirl LipPerfection Lipcolor Hot","1.000",3
2,"CoverGirl LipPerfection Lipcolor Hot","2.000",2
3,"CoverGirl LipPerfection Lipcolor Hot","5.000",1
1,"CoverGirl NatureLuxe Silk Foundation Alabaster","1.333",1
2,"CoverGirl NatureLuxe Silk Foundation Alabaster","2.000",1
1,"Crest Extra White Plus Scope Outlast","1.000",1
1,"Croco Luxe Collection","1.000",1
1,"Crystal Light Natural Lemonade","1.000",2
1,"David Yurman Fine Jewelry","2.000",2
1,"De Beers Atea Collection","1.000",1
1,"DermStore.com","1.000",1
1,"Details Style Council","1.000",1
1,"Diane von Furstenberg","0.183",1
2,"Diane von Furstenberg","1.000",2
1,"Diesel Black Gold","3.000",1
1,"Diesel S.p.A.","2.000",2
1,"Dillard's, Inc.","4.000",2
1,"Dior (Women)","1.000",2
2,"Dior (Women)","2.000",2
1,"Dior Handbags (Women)","1.000",1
2,"Dior Handbags (Women)","2.000",1
1,"Dior One Essential Super Skin Boosting Serum","1.000",1
1,"Dior Parfums","2.000",1
1,"Divalicious Blog","0.147",1
2,"Divalicious Blog","0.164",1
3,"Divalicious Blog","0.169",1
1,"DKNY (Women)","2.000",3
1,"DKNY Jeans","2.000",2
1,"Dolce & Gabbana (Women)","2.000",4
1,"Donna Karan Cashmere Mist","2.000",1
1,"Donna Karan New York","2.000",1
1,"Dove Bar/Body Wash","1.000",1
1,"Dove Go Fresh Deodorant Collection","1.000",1
1,"Dove Promises Hearts Milk Chocolate","1.000",1
1,"DSquared2 (Women)","1.000",2
1,"DSW","1.000",4
1,"Durex","0.500",1
1,"Durex Love Box","0.178",1
2,"Durex Love Box","1.333",1
1,"Eau Fling","0.333",1
1,"Eden Roc Miami Beach","1.000",1
1,"Eileen Fisher","1.000",1
1,"Elie Tahari","1.000",2
1,"Elizabeth Arden Ceramide Ultra Lift and Firm Makeup SPF 15","1.000",2
1,"Ella","2.000",2
1,"ELLE","1.000",3
1,"Elle (Women's Sportswear)","2.000",1
1,"Elle Dream Of A Lifetime Sweepstakes","0.333",1
2,"Elle Dream Of A Lifetime Sweepstakes","0.666",1
3,"Elle Dream Of A Lifetime Sweepstakes","1.000",1
1,"ELLE Extra","0.234",1
2,"ELLE Extra","0.250",1
1,"Elle Horoscope","1.000",1
1,"Elle iPad App","1.000",1
1,"Elle Make Better DVD Collection","0.084",1
2,"Elle Make Better DVD Collection","0.160",1
1,"Elle Personal Stylist","1.000",2
1,"Elle Shops","6.000",1
1,"Elle Spa","1.000",1
2,"Elle Spa","2.000",1
1,"Elle Time & Jewelry","1.000",2
1,"Elle Women in Hollywood","2.000",1
1,"Elle.com","1.000",1
1,"eos Lip Balm Smooth Sphere Collection","1.000",1
1,"eos Lip Balm Smooth Sphere in Summer Fruit","1.000",1
1,"Equipment Femme","1.000",1
1,"Escada","1.000",3
2,"Escada","4.000",1
1,"Essie Fifth Avenue","2.000",1
1,"Essie French Affair Nail Lacquer","1.000",3
1,"Essie Mademoiselle","2.000",1
1,"Essie Wicked","2.000",1
1,"Estee Lauder DayWear Collection","2.000",4
1,"Estee Lauder Pure Color Lipstick","2.000",2
1,"Estee Lauder Skincare","2.000",1
1,"Estee Lauder Wild Violet Pure Color Collection","2.000",1
1,"Etro (Women)","2.000",1
2,"Etro (Women)","4.000",1
1,"Eva by Eva Longoria","2.000",1
1,"Eventi Hotel","0.084",1
1,"Exploring Better Sex Video Series","1.000",1
1,"Express, Inc.","1.000",2
2,"Express, Inc.","2.000",1
1,"Extra Polar Ice","1.000",1
1,"Fastin","1.000",2
1,"Febreze Air Effects New Zealand Springs","1.000",1
1,"Fekkai Advanced Collection","2.000",3
2,"Fekkai Advanced Collection","3.000",1
1,"Fekkai Advanced Essential Shea","1.000",1
2,"Fekkai Advanced Essential Shea","2.000",1
3,"Fekkai Advanced Essential Shea","4.000",2
1,"Fendi (Women)","2.000",3
2,"Fendi (Women)","6.000",1
1,"Film Independent Spirit Awards","1.000",1
1,"Flip Video","0.500",1
1,"Ford Edge","1.000",2
1,"Ford Ones To Watch Sweepstakes","0.250",1
2,"Ford Ones To Watch Sweepstakes","0.333",1
1,"Fortune Dynamic Delicious","1.000",1
1,"Franco Sarto Artist's Collection","4.000",1
1,"Fratelli Rossetti S.p.A.","1.000",1
1,"Friskies Seafood Sensations","1.000",1
1,"Frito-Lay North America, Inc.","1.000",2
1,"FullFast","1.000",1
1,"Furla Handbags","1.000",2
1,"GameStop Stores","1.000",1
1,"GAP Soft Collection","6.000",2
1,"Garnier Fructis Haircare","2.000",1
1,"Garnier Fructis Style Sleek & Shine Blow Dry Perfector","0.333",1
1,"Garnier Moisture Rescue","0.142",6
1,"Garnier Moisture Rescue Refreshing Oil-Free Gel Cream","1.000",7
1,"Garnier Nutrisse Nourishing Color Creme 90","1.000",1
1,"Garnier Ultra-Lift Anti-Wrinkle Eye Roller","1.000",1
1,"Garnier Ultra-Lift Anti-Wrinkle Firming Moisturizer","1.000",1
1,"GEICO Insurance","1.000",1
1,"GG 2899/S","1.000",1
1,"Gilt City","0.154",1
1,"Giorgio Armani (Women)","2.000",2
1,"Giuseppe Zanotti Designs (Women)","4.000",1
1,"Givenchy (Women)","1.000",1
1,"Glam Alert","1.000",1
1,"Glamalert.com/store","0.500",1
1,"Glamour","1.000",6
1,"Glamour Magazine Mobile App","0.666",1
2,"Glamour Magazine Mobile App","1.000",2
1,"Glamour Match Maker","1.000",2
1,"Glo.com","1.000",3
1,"GNC General Nutrition Centers","1.000",4
1,"GNC Total Lean Total Body Transformation System","0.192",1
1,"GO International","2.000",2
1,"GQ","1.000",1
1,"G-Star Raw C.V.","1.000",1
1,"Gucci (Women)","1.000",1
2,"Gucci (Women)","2.000",3
1,"Gucci Footwear (Women)","2.000",1
1,"Guess Handbags","2.000",1
1,"Guess Swim","2.000",1
2,"Guess Swim","4.000",2
1,"H&M","2.000",1
1,"Hair U Wear, Inc.","1.000",1
1,"Hale Bob","2.000",1
1,"Haute Holidays","1.000",1
1,"Healthy Choice Rosemary Chicken & Sweet Potatoes","1.000",1
1,"Heart Truth Pendant","0.113",1
2,"Heart Truth Pendant","4.000",1
1,"Hearts on Fire Diamond Engagement Ring","1.000",2
1,"Heidi's Heavenly Cookies, LLC","0.075",1
1,"Herbal Essences Hair Care","1.000",2
1,"Heroes are Human","0.150",1
1,"HONORA Industries, Inc.","1.000",1
1,"Hope On A Hanger Shapewear Collection","1.000",1
1,"HTC HD7","2.000",2
1,"HydroPeptide SPF 30","1.000",1
1,"HydroxyCut","1.000",2
1,"Hyundai Elantra","2.000",2
1,"I.N.C. International Concepts","1.000",1
1,"Iman Global Chic (HSN Home Shopping Network)","1.000",1
1,"Infusion d'Iris","2.000",1
1,"Infusium 23","1.000",1
1,"Inoa","2.000",2
1,"INTERMIX","0.333",1
1,"Ippolita","1.000",1
1,"Ippolita Rock Candy Bangles","1.000",1
1,"Isabel Marant","1.000",2
1,"Ivanka Trump Footwear","1.000",1
1,"J Brand","1.000",2
2,"J Brand","2.000",2
1,"J. Sisters International","1.000",2
1,"J'adore Eau de Parfum","2.000",2
1,"Jean Paul Gaultier (Women)","1.000",1
1,"Jeffrey Modell Foundation","1.000",2
1,"Jessica Simpson Collection","1.000",1
1,"Jil Sander (Women)","2.000",1
1,"Jil Sander Navy","2.000",1
1,"Jimmy Choo Eau de Toilette","2.000",2
1,"Jimmy Choo Footwear","2.000",1
1,"John Frieda Full Repair Collection","1.000",1
1,"Joie","2.000",2
1,"Jones New York Empowerment Fund","2.000",2
1,"Jordin Sparks Because of You Fragrance","0.075",1
1,"Jorg Gray Fine Writing Instruments","0.124",1
1,"Juicy Couture","1.000",1
2,"Juicy Couture","2.000",2
1,"Juvederm XC","1.333",1
1,"Kahlua","1.000",1
1,"Kameleon Jewelry","1.000",2
1,"Kate Spade Scout Bag","2.000",2
1,"Kathy Van Zeeland","0.089",1
2,"Kathy Van Zeeland","1.000",2
1,"Katy Perry Collection by OPI","1.333",3
1,"Keds","1.000",1
1,"Keep A Child Alive","1.000",1
1,"Kenmore Elite Top-Load Washer","1.333",1
1,"Kenneth Cole Productions Inc.","2.000",1
1,"Kenneth Salon","1.000",1
1,"Kersh","1.000",1
1,"K-Mart","4.000",2
1,"Kotex","1.000",2
1,"K-Y Yours + Mine Kissable Sensations for the Body","1.000",2
1,"La Prairie","1.000",1
1,"La Prairie Cellular Power Infusion","1.000",1
1,"Lacoste (Women)","2.000",2
1,"Lady Million","2.000",1
1,"Lancome Definicils Precious Cells","1.000",2
1,"Lancome Genifique Youth Activating Concentrate","2.000",3
1,"Lancome Teint Miracle Collection","1.000",1
2,"Lancome Teint Miracle Collection","2.000",4
1,"Lancome Ultra Lavande","2.000",1
1,"Lands' End Canvas Collection","1.000",1
1,"Lanvin (Women)","1.000",1
2,"Lanvin (Women)","4.000",1
1,"Latisse","1.000",1
2,"Latisse","2.000",3
1,"Laura Mercier Flawless Face Collection","2.000",1
1,"Lauren by Ralph Lauren","2.000",1
1,"Le Vian Chocolate Wedding Chocolate Diamonds","4.000",1
1,"Leon Max","2.000",2
1,"Leslie Greene","0.152",1
1,"Levi's Curve ID","4.000",3
1,"lexus.com/thehardway","2.000",1
1,"Life as We Know It (Home Video)","0.250",1
1,"Light Blue For Women","1.000",5
2,"Light Blue For Women","2.000",1
1,"LOFT","2.000",2
1,"Longchamp","2.000",2
1,"Lord & Taylor","2.000",2
2,"Lord & Taylor","4.000",1
1,"L'Oreal Feria #73 Dark Golden Blonde","2.000",1
1,"L'Oreal Paris","2.000",1
1,"L'Oreal Paris Colour Riche Collection","2.000",1
1,"L'Oreal Paris Colour Riche Lipcolour True Red 315","2.000",1
1,"L'Oreal Paris Colour Riche Lipcolour Volcanic 410","2.000",1
1,"L'Oreal Paris EverSleek Sulfate-Free Smoothing System","2.000",2
1,"L'Oreal Paris Go 360 Clean Anti-Breakout Facial Cleanser","1.000",1
1,"L'Oreal Paris Infallible Le Rouge Lipcolor Ravishing Red","2.000",2
1,"L'Oreal Paris Magic Smooth Souffle Natural Buff","2.000",3
1,"L'Oreal Paris Revitalift Deep-Set Wrinkle Repair Collection","2.000",1
1,"L'Oreal Paris True Match Super-Blendable Foundation","1.000",1
1,"L'Oreal Paris True Match Super-Blendable Foundation Soft Sable C6","2.000",2
1,"L'Oreal Paris Voluminous Original Mascara","4.000",2
1,"L'Oreal Paris Women of Worth","0.070",1
1,"L'Oreal Paris Youth Code Collection","5.000",1
2,"L'Oreal Paris Youth Code Collection","6.000",1
1,"L'Oreal Paris Youth Code Serum Intense","2.000",4
1,"Loree Rodkin Jewelry","1.000",1
1,"Louis Vuitton Handbags (Women)","1.000",1
2,"Louis Vuitton Handbags (Women)","2.000",5
3,"Louis Vuitton Handbags (Women)","4.000",1
1,"Love Letters Bracelet","1.000",1
1,"Love, Chloe","1.000",3
1,"Loved by Heidi Klum","1.000",1
1,"Lucky Brand Jeans","1.000",2
1,"Luster 1 Hour White","1.000",1
1,"M.A.C. VivaGlam Collection","1.000",2
1,"M.powerment","1.000",2
1,"M.Powerment Linked to My Heart Bracelet","0.250",1
1,"Macy's","2.000",2
1,"Macy's Impulse","2.000",1
1,"Maje Paris","2.000",1
1,"Make Up For Ever HD Foundation","0.216",1
1,"Make Up For Ever Rouge Artist","0.333",1
1,"Mane 'n Tail (Brand)","0.333",1
1,"Manolo Blahnik","1.000",1
1,"Marc by Marc Jacobs (Women)","2.000",1
1,"Marc Ecko","1.000",1
1,"Marc Jacobs (Women)","2.000",4
1,"Marc Jacobs Daisy Eau So Fresh","1.000",3
2,"Marc Jacobs Daisy Eau So Fresh","2.000",1
1,"Marc Jacobs Lola","1.000",4
1,"Marco Bicego","1.000",1
1,"Marco Bicego Goa Collection","1.000",1
1,"Mark (Cosmetics)","0.180",1
1,"Mark Lipclick","1.000",1
1,"Mark What A Line Felt Tip Eyeliner","1.000",1
1,"Max Mara","2.000",4
1,"Maximilian Fur Salon at Bloomingdale's","0.148",2
1,"Maybelline Color Sensational Lipcolor Pink & Proper","1.000",1
2,"Maybelline Color Sensational Lipcolor Pink & Proper","1.333",1
3,"Maybelline Color Sensational Lipcolor Pink & Proper","2.000",1
1,"Maybelline Color Sensational Lipcolor Red Revival","1.000",1
1,"Maybelline Dream Smooth Mousse Ultra-Hydrating Foundation","1.000",1
2,"Maybelline Dream Smooth Mousse Ultra-Hydrating Foundation","1.333",3
1,"Maybelline Fit Me 220","1.000",2
1,"Maybelline Fit Me Coconut 355","1.000",1
1,"Maybelline Fit Me Collection","2.000",2
2,"Maybelline Fit Me Collection","3.000",1
1,"Maybelline Superstay 24hr Lipcolor","2.000",1
1,"Maybelline Volum' Express One by One Mascara","1.000",1
2,"Maybelline Volum' Express One by One Mascara","2.000",4
1,"Mayors","1.000",1
1,"Medical Billing Specialist (U.S. Career Institute)","0.500",1
1,"MEK Denim","0.333",1
1,"Mercedes-Benz Fashion Week","2.000",1
1,"Merino","2.000",1
1,"Metalsmiths Sterling","1.000",1
1,"Michael Jackson: The Making of Thriller","1.000",1
1,"Michael Kors (Women)","2.000",1
2,"Michael Kors (Women)","3.000",1
1,"MICHAEL Michael Kors Handbags","2.000",2
1,"Mirena","2.000",3
1,"Miss Me Jeans","1.000",2
2,"Miss Me Jeans","2.000",1
1,"Missoni S.p.A.","1.000",1
1,"Miu Miu","2.000",1
1,"Moncler","2.000",1
1,"Moroccanoil Hair","1.000",1
1,"Moschino (Women)","1.000",1
2,"Moschino (Women)","4.000",1
1,"Motherhood Maternity","1.000",1
1,"Mulberry","1.000",2
2,"Mulberry","4.000",1
1,"Murad","1.000",1
1,"Murad Acne Collection","1.000",1
1,"MustHaveIts.com","1.000",1
1,"N.Y.C. New York Color","1.000",1
1,"Napoleon Perdis Makeup Academy","0.180",1
1,"Natural American Spirit","1.000",1
2,"Natural American Spirit","2.000",1
1,"Neiman Marcus","16.000",1
1,"Net-A-Porter","6.000",1
1,"Neuro (Brand)","4.000",1
1,"Neutrogena Make-Up Remover Cleansing Towelettes","0.117",1
2,"Neutrogena Make-Up Remover Cleansing Towelettes","1.000",3
1,"Neutrogena Naturals Purifying Facial Cleanser","1.000",1
1,"Neutrogena Norwegian Formula Hand Cream Original","0.333",1
1,"Neutrogena Oil-Free Acne Wash Pink Grapefruit Facial Cleanser","1.000",1
1,"Nexxus ProMend Collection","0.072",1
2,"Nexxus ProMend Collection","1.000",1
1,"Nicole by OPI","0.333",1
1,"Nicole Miller","1.000",1
2,"Nicole Miller","4.000",1
1,"Nike Women","2.000",1
1,"Nike Women Free TR Fit","1.000",1
1,"Nina Ricci","2.000",1
1,"Nine West","2.000",2
1,"No Kid Hungry","1.000",1
1,"Nordstrom","16.000",1
1,"Nova Sure","1.000",1
1,"NUVO Sparkling Liqueur","1.000",3
1,"NYDJ Not Your Daughter's Jeans","2.000",1
1,"Olay Body Ultra Moisture Bar","1.000",2
1,"Olay Facial Cleansing Collection","0.073",1
2,"Olay Facial Cleansing Collection","1.000",2
1,"Olay Professional Pro-X","1.000",1
1,"Olay Profssional Pro-X Advanced Cleansing System","0.107",1
2,"Olay Profssional Pro-X Advanced Cleansing System","1.000",2
3,"Olay Profssional Pro-X Advanced Cleansing System","2.000",1
1,"Olay Regenerist Anti-Aging Eye Roller","1.000",1
1,"Olay Regenerist Collection","0.150",1
2,"Olay Regenerist Collection","2.000",2
3,"Olay Regenerist Collection","3.000",3
1,"Olay Regenerist Micro-Sculpting Serum","0.333",1
1,"Olay Regenerist Night Resurfacing Elixir","0.076",1
1,"Olay Total Effects Dark Circle Minimizing Eye  Brush","0.333",1
2,"Olay Total Effects Dark Circle Minimizing Eye  Brush","1.000",1
3,"Olay Total Effects Dark Circle Minimizing Eye  Brush","2.000",1
1,"Omega De Ville Ladymatic ","2.000",2
1,"Orajel","1.000",1
1,"Original Australian Sheepskin Boot","1.000",1
1,"Origins Plantscription Anti-Aging Serum","1.000",1
1,"Oscar de la Renta","1.000",1
2,"Oscar de la Renta","2.000",1
1,"Palmer's Cocoa Butter Formula Collection (Baby)","0.333",1
1,"Palmer's Cocoa Butter Formula Collection (Body Care)","0.333",2
1,"Pandora Jewelry","0.333",1
2,"Pandora Jewelry","1.000",3
3,"Pandora Jewelry","4.000",1
1,"Pantene Pro-V Color Preserve Shine Collection","0.169",1
2,"Pantene Pro-V Color Preserve Shine Collection","1.000",1
3,"Pantene Pro-V Color Preserve Shine Collection","2.000",2
1,"Pantene Pro-V Curly Hair Collection","0.116",1
1,"Pantene Pro-V Dry to Moisturized Collection","1.000",2
2,"Pantene Pro-V Dry to Moisturized Collection","2.000",3
1,"Pantene Pro-V Flat to Volume","1.000",2
2,"Pantene Pro-V Flat to Volume","2.000",1
3,"Pantene Pro-V Flat to Volume","3.000",1
1,"Parfums Givenchy","0.125",1
1,"Paris Hilton Tease","0.148",1
1,"Patron XO Cafe","1.000",1
1,"Paul & Joe (Women)","1.000",1
1,"Paul Mitchell","2.000",1
1,"Paul Mitchell Schools","0.333",4
1,"Payless ShoeSource","1.000",2
1,"Peace, Love, & Juicy Couture","1.000",2
1,"Perricone MD Cold Plasma","1.000",2
1,"Perry Ellis Night (For Men)","0.333",1
2,"Perry Ellis Night (For Men)","2.000",3
1,"Perry Ellis Swim","1.000",1
1,"Philadelphia Cream Cheese (Original)","1.000",1
1,"Pink Mother of Pearl and Rose Gold Collection","1.000",1
1,"Piperlime","2.000",2
1,"Plan-B One Step","2.000",3
1,"Platinum Guild International","2.000",1
1,"Play Eau de Toilette for Her","0.666",1
2,"Play Eau de Toilette for Her","1.000",1
1,"Playboy Fragrances","1.000",1
2,"Playboy Fragrances","2.000",1
1,"Pond's Wet Cleansing Towelettes","1.000",2
1,"Ports 1961","2.000",2
1,"Prada (Women)","4.000",2
1,"Prada Eyewear","1.000",1
2,"Prada Eyewear","2.000",1
1,"PreciousPlatinum.com/Calculator","0.164",1
2,"PreciousPlatinum.com/Calculator","0.165",1
1,"Press Fashions","1.000",1
1,"Prevage Face Advanced Anti-Aging Serum","1.000",2
1,"Pringle of Scotland","2.000",1
1,"Purr by Katy Perry","0.076",1
2,"Purr by Katy Perry","1.000",6
1,"QVC, Inc.","2.000",2
1,"Rado R5.5 Jubile","2.000",1
1,"Rai Knight","0.091",1
1,"Ralph Lauren Big Pony Fragrance Collection for Men","4.000",1
1,"Ralph Lauren Blue Label","0.333",1
1,"Ralph Lauren Collection","3.000",2
1,"Ralph Lauren Romance","2.000",1
1,"RapidLash","0.333",1
1,"Raymond Weil Noemia Collection","1.000",1
1,"RealSexy Double Delight Bra","1.000",2
1,"Reed Krakoff Handbags","1.000",2
1,"Renewing Moroccan Argan Oil Pentrating Oil","1.000",1
1,"Reveal by Halle Berry","2.000",2
1,"Revlon Colorburst Lipgloss","1.000",2
1,"Revlon ColorStay Aqua Mineral Makeup","1.000",1
2,"Revlon ColorStay Aqua Mineral Makeup","2.000",1
1,"Revlon CustomEyes Mascara","1.000",2
2,"Revlon CustomEyes Mascara","3.000",2
1,"Revlon Top Speed Nail Enamel","1.333",2
1,"Ricardo Rojas Salon","1.000",1
1,"Rimmel Lash Accelerator Serum","1.000",2
1,"Riviera Palm Springs Resort & Spa","0.086",1
1,"Roberto Cavalli (Women)","1.000",1
2,"Roberto Cavalli (Women)","4.000",1
1,"Roberto Cavalli Handbags","1.000",1
1,"RoC Retinol Correxion Deep Wrinkle Night Cream","0.097",1
1,"Rolex Oyster Perpetual Collection","6.000",1
1,"Rolex Oyster Perpetual Datejust","0.333",1
1,"Rolex Oyster Perpetual Lady-Datejust 31","1.000",1
1,"Romeo & Juliet Couture","1.000",2
1,"Rouge Dior","1.000",1
1,"Ruby Tuesday, Inc.","0.333",1
1,"S by Shakira","0.125",1
1,"'S Max Mara SummerCube Collection","1.000",1
1,"Saab","4.000",1
1,"Saint Laurent (Women)","2.000",4
1,"Saks Fifth Avenue","20.000",1
1,"Sally Hansen Beauty Tools","1.000",1
1,"Sally Hansen Insta-Dri Fast Dry Nail Color","1.000",2
1,"Sally Hansen Nailgrowth Miracle Serum","1.000",2
1,"Sally Hansen Salon Collection","0.250",1
1,"Sally Hansen Salon Effects Real Nail Polish Strips","0.155",1
2,"Sally Hansen Salon Effects Real Nail Polish Strips","2.000",3
3,"Sally Hansen Salon Effects Real Nail Polish Strips","3.000",1
1,"Salvatore Ferragamo (Women)","4.000",2
1,"Sam Edelman Shoes","4.000",1
